Date;Latitude;Longitude;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;sunrise;sunset;moonphase;conditions;description;icon;stations
2023-08-09;-1.6152777777777778;-19.748055555555556;72.3;71.1;71.5;72.3;71.1;71.5;65.5;81.3;4;0;4.17;rain;0;;19;17.9;178.9;1013.5;37.9;15;337.6;28.8;10;10;2025-01-26T06:08:54;2025-01-26T18:58:06;0.9;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;
2023-08-09;24.513333333333332;-15.208333333333334;71.7;70.2;71.1;71.7;70.2;71.1;64.4;79.5;28;3.2;16.67;rain;0;;19;17;171.5;1013.4;96.2;15;210.4;18.3;8;10;2025-01-27T06:09:25;2025-01-27T18:57:59;0.93;Overcast;Cloudy skies throughout the day.;cloudy;
2023-08-09;2.4847222222222225;-24.96472222222222;71.4;70.7;71.1;71.4;70.7;71.1;64.5;79.8;52;3.2;29.17;rain;0;;18.8;17.2;164.7;1011.6;100;15;190;16.2;6;10;2025-01-28T06:09:56;2025-01-28T18:57:51;0.97;Overcast;Cloudy skies throughout the day.;cloudy;
2023-09-17;18.681666666666665;-18.016666666666666;83;79.4;80.3;89.4;79.4;83.5;74.5;82.5;1.699;100;95.83;rain;0;;23;20.8;307.3;1010.2;97.5;4.2;157.6;13.6;9;10;2025-01-14T05:18:37;2025-01-14T18:07:21;0.53;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.;rain;remote
2023-09-17;7.150277777777778;-28.415833333333335;83;79.6;81.2;89.3;79.6;86;73.7;78;787;48.4;87.5;rain;0;;17.7;16.6;337.8;1011;91.6;8;298.9;25.6;10;10;2025-01-15T05:19:10;2025-01-15T18:07:29;0.56;Rain, Overcast;Cloudy skies throughout the day with early morning rain.;rain;
2023-09-17;13.08;-21.358333333333334;82.7;78.3;81.2;88.3;78.3;85.5;72.7;75.6;0.3;35.5;66.67;rain;0;;11;10.7;336.7;1010.7;90.3;12.8;232.2;20;10;10;2025-01-16T05:19:43;2025-01-16T18:07:37;0.6;Overcast;Cloudy skies throughout the day.;cloudy;
2023-09-17;11.833333333333334;-33.783055555555556;82.3;80.7;81.6;87.2;83.9;85.8;71;70.2;36;41.9;33.33;rain;0;;10.5;10.3;343.7;1010.1;83.1;14.9;278.5;24;10;10;2025-01-17T05:20:16;2025-01-17T18:07:43;0.63;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;
2023-09-17;7.1;-24.616666666666667;82.7;80.5;81.7;88.6;85.1;86.8;72.9;74.8;549;87.1;75;rain;0;;10.5;10.3;33.3;1010.8;90.9;11.6;232;20.1;10;30;2025-01-18T05:20:48;2025-01-18T18:07:48;0.66;Rain, Overcast;Cloudy skies throughout the day with storms possible.;rain;
2023-09-17;16.583888888888886;-38.83083333333334;83;81.1;81.9;89.9;85.9;87.5;73.5;75.8;339;71;29.17;rain;0;;15;13.9;73.9;1011.6;76.3;13.7;276.1;23.9;9;30;2025-01-19T05:21:20;2025-01-19T18:07:52;0.69;Rain, Partially cloudy;Partly cloudy throughout the day with storms possible.;rain;
2023-09-17;1.9116666666666666;-26.256666666666668;82.7;82.1;82.5;89.2;86.9;88.1;72.8;72.6;36;67.7;12.5;rain;0;;18.8;17.7;89.5;1011;77.8;15;316.4;27.5;10;30;2025-01-20T05:21:52;2025-01-20T18:07:55;0.73;Rain, Partially cloudy;Partly cloudy throughout the day with storms possible.;rain;
2023-09-17;20.984444444444446;-43.8825;83.2;82.1;82.7;90.3;87.5;89.1;73.8;74.5;32;58.1;16.67;rain;0;;18;17;94.1;1010.6;76.3;15;306.5;26.1;10;60;2025-01-21T05:22:23;2025-01-21T18:07:57;0.75;Rain, Partially cloudy;Partly cloudy throughout the day with storms possible.;rain;
2023-09-17;-2.2666666666666666;-29.69;83;81.4;82.4;90.6;87;89;74.4;76.8;179;77.4;33.33;rain;0;;20.4;18.6;88.7;1011;43.5;14.3;312.8;27.2;10;60;2025-01-22T05:22:53;2025-01-22T18:07:58;0.79;Rain, Partially cloudy;Becoming cloudy in the afternoon with storms possible.;rain;
2023-09-17;25.334444444444443;-48.19916666666667;83.4;81.9;82.7;90.5;87.8;89.3;74.3;76;229;71;29.17;rain;0;;20.3;19;91.1;1011.6;82.3;14.7;307.4;26.9;10;60;2025-01-23T05:23:24;2025-01-23T18:07:58;0.82;Rain, Partially cloudy;Partly cloudy throughout the day with storms possible.;rain;
2023-09-17;-8.831666666666667;-31.218333333333334;82.8;82.1;82.5;90;86.8;88.8;73.8;75;79;67.7;16.67;rain;0;;20.8;19;104.3;1010.9;13.2;14.9;316;27.5;10;60;2025-01-24T05:23:54;2025-01-24T18:07:56;0.85;Rain;Clear conditions throughout the day with storms possible.;rain;
2023-09-17;28.41861111111111;-54.33305555555556;82.8;81.2;82.4;89.8;86.9;88.9;74.5;77.2;279;77.4;33.33;rain;0;;17.9;16.1;96.3;1009.1;48.1;14.2;308.4;26.7;10;60;2025-01-25T05:24:23;2025-01-25T18:07:54;0.89;Rain, Partially cloudy;Partly cloudy throughout the day with storms possible.;rain;
2023-09-17;-13.345;-34.69166666666667;83.2;81.9;82.5;89.4;88.2;88.9;74;75.4;76;93.5;29.17;rain;0;;17.7;16.8;82.9;1008.9;3.5;15;318.1;27.8;10;60;2025-01-26T05:24:52;2025-01-26T18:07:50;0.92;Rain;Clear conditions throughout the day with storms possible.;rain;
2023-09-17;31.685833333333335;-61.94833333333334;82.8;82.1;82.5;89.9;88;88.9;74;75.7;189;77.4;33.33;rain;0;;21.3;19.5;96.4;1009.8;25.3;14.6;315.1;27.8;10;60;2025-01-27T05:25:20;2025-01-27T18:07:45;0.95;Rain, Partially cloudy;Partly cloudy throughout the day with storms possible.;rain;
2023-09-17;-19.85;-37.233333333333334;82.8;82.1;82.5;89.8;88.5;89.1;74.5;76.8;0.45;71;33.33;rain;0;;22.6;20.1;91.7;1009.5;6.8;13.6;315.8;27.3;10;60;2025-01-28T05:25:48;2025-01-28T18:07:39;0.98;Rain;Clear conditions throughout the day with storms possible.;rain;
2022-10-09;35.8675;-66.11666666666666;80;78.5;79.5;80;78.5;79.5;67.7;67.3;16;100;16.67;rain;0;;19.7;20.4;51.3;1011.3;86.7;15;191.9;16.6;8;10;2025-01-14T06:11:11;2025-01-14T18:03:07;0.52;Rain, Partially cloudy;Partly cloudy throughout the day with rain clearing later.;rain;remote
2022-10-09;-22.131666666666668;-42.095;79.8;78.7;79.4;79.8;78.7;79.4;69.2;71.3;12;25.8;12.5;rain;0;;18.6;18.3;42.5;1011.8;79.8;15;268.5;23.3;9;10;2025-01-15T06:11:28;2025-01-15T18:03:32;0.55;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;
2022-10-09;34.236666666666665;-7.721666666666667;79.8;78.7;79.2;79.8;78.7;79.2;71.3;76.7;76;41.9;50;rain;0;;21.3;20.4;44.5;1012.4;83.6;14.8;271.1;23.3;9;10;2025-01-16T06:11:45;2025-01-16T18:03:57;0.59;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;
2022-10-09;-20.258333333333333;-39.9;80.1;78.9;79.6;83.9;78.9;79.8;71.8;77;28;71;25;rain;0;;20.6;19.7;56;1012.8;68.1;14.8;274.7;23.7;9;10;2025-01-17T06:12:00;2025-01-17T18:04:21;0.62;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.;rain;
2022-10-09;29.001666666666665;-11.13;79.4;78.3;79.1;79.4;78.3;79.1;72.2;79.5;212;51.6;79.17;rain;0;;21.5;19.5;56.9;1012.9;27.5;14;273.3;23.7;9;10;2025-01-18T06:12:15;2025-01-18T18:04:45;0.65;Rain, Partially cloudy;Partly cloudy throughout the day with rain clearing later.;rain;
2022-10-09;-15.69;-35.916666666666664;79.4;78;78.8;79.4;78;78.8;71.1;77.6;242;29;58.33;rain;0;;20.1;18.8;52.5;1013.3;22;14.7;300.5;26;9;10;2025-01-19T06:12:28;2025-01-19T18:05:08;0.68;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;
2022-10-09;23.758333333333333;-16.523333333333333;79.4;77.9;79;79.4;77.9;79;71.3;77.4;131;38.7;29.17;rain;0;;21.3;20;50.9;1013.6;73.1;14;262.4;22.8;8;10;2025-01-20T06:12:41;2025-01-20T18:05:31;0.71;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;
2022-10-09;-8.156666666666666;-32.906666666666666;79.8;77.3;78.7;79.8;77.3;78.7;72.5;81.5;568;38.7;25;rain;0;;23.7;22.1;66;1013;54.3;13.1;275.4;23.7;8;30;2025-01-21T06:12:53;2025-01-21T18:05:52;0.75;Partially cloudy;Partly cloudy throughout the day with storms possible.;partly-cloudy-day;
2022-10-09;17.435;-19.446666666666665;80;78.3;79.6;80;78.3;79.6;72.4;78.8;269;35.5;20.83;rain;0;;22.6;19.9;70.4;1013.4;80.3;13.9;247.4;21.3;8;30;2025-01-22T06:13:04;2025-01-22T18:06:14;0.78;Partially cloudy;Partly cloudy throughout the day with storms possible.;partly-cloudy-day;
2022-10-09;-3.695;-29.426666666666666;80;79.2;79.8;80;79.2;79.8;73.1;80.2;52;29;25;rain;0;;24.6;21;69;1012.7;77.2;15;274.1;23.7;9;30;2025-01-23T06:13:15;2025-01-23T18:06:34;0.81;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;
2022-10-09;10.951666666666666;-22.39;80.3;79.3;79.9;85;79.3;81.4;73;79.5;68;45.2;29.17;rain;0;;23;20.6;65.6;1012.1;98.6;14.4;220.6;19.1;7;30;2025-01-24T06:13:24;2025-01-24T18:06:54;0.84;Rain, Overcast;Cloudy skies throughout the day with storms possible.;rain;
2022-10-09;2.1433333333333335;-26.351666666666667;79.6;79.1;79.3;79.6;79.1;79.3;72.7;80.2;166;35.5;33.33;rain;0;;23;20.8;62.3;1011.8;42.8;13.4;275;23.7;8;10;2025-01-25T06:13:32;2025-01-25T18:07:13;0.87;Partially cloudy;Clearing in the afternoon.;partly-cloudy-day;
2022-10-09;4.98;-25.64;79.8;78.8;79.5;79.8;78.8;79.5;72.6;79.6;123;48.4;29.17;rain;0;;24.6;21.8;61.7;1012.6;30.7;14.5;284.3;24.6;9;30;2025-01-26T06:13:40;2025-01-26T18:07:32;0.91;Rain, Partially cloudy;Partly cloudy throughout the day with storms possible.;rain;
2022-10-09;8.42;-23.211666666666666;79.2;78.2;78.8;79.2;78.2;78.8;73;82.3;444;41.9;33.33;rain;0;;25.1;21.9;64.6;1012.6;86.7;9.2;260.8;22.7;8;10;2025-01-27T06:13:46;2025-01-27T18:07:49;0.94;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;
2022-10-09;0.9083333333333333;-28.825;79.2;78.6;78.9;79.2;78.6;78.9;73.3;82.8;0.54;41.9;33.33;rain;0;;24.8;21.3;67.4;1012.3;68.7;10.3;255;21.9;8;10;2025-01-28T06:13:52;2025-01-28T18:08:06;0.97;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;
2024-05-12;14.606666666666667;-20.068333333333335;80.1;78.9;79.6;84.6;78.9;79.8;73.9;82.8;116;100;50;rain;0;;20.8;17.9;102.2;1009.6;62.4;14.3;257.9;22.2;9;30;2025-01-14T06:00:13;2025-01-14T18:07:58;0.52;Rain, Partially cloudy;Partly cloudy throughout the day with storms possible.;rain;remote
2024-05-12;-5.0216666666666665;-31.795;80.5;79.2;79.8;84.8;79.2;81.2;73;79.7;24;32.3;25;rain;0;;17.4;15.2;115.5;1010.2;72.3;14.8;281.5;24.2;10;30;2025-01-15T06:00:35;2025-01-15T18:08:19;0.55;Partially cloudy;Becoming cloudy in the afternoon with storms possible.;partly-cloudy-day;
2024-05-12;20.638333333333332;-18.941666666666666;80;78.9;79.7;80;78.9;79.7;71.2;75.5;48;58.1;16.67;rain;0;;13;11;112.5;1011.8;99.8;14.8;221.1;19.1;9;10;2025-01-16T06:00:56;2025-01-16T18:08:39;0.58;Rain, Overcast;Cloudy skies throughout the day with late afternoon rain.;rain;
2024-05-12;-10.078333333333333;-33.305;80.1;78.7;79.5;83.3;78.7;80;70.7;74.6;44;74.2;12.5;rain;0;;6.3;6.5;91.3;1012.8;61.4;14.8;292.9;25.4;10;10;2025-01-17T06:01:16;2025-01-17T18:08:58;0.62;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.;rain;
2024-05-12;26.238333333333333;-14.68;79.6;78;79;79.6;78;79;70.6;75.6;279;77.4;45.83;rain;0;;18.3;16.8;58.6;1013;54.6;13;289;24.8;9;10;2025-01-18T06:01:36;2025-01-18T18:09:17;0.65;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain.;rain;
2024-05-12;-15.043333333333333;-36.72;80.3;78;79.7;84.1;78;81.1;71.7;76.7;0.19;64.5;29.17;rain;0;;18.8;15.7;71.4;1012.6;65.4;13.7;154.9;13.4;7;30;2025-01-19T06:01:54;2025-01-19T18:09:35;0.68;Rain, Partially cloudy;Partly cloudy throughout the day with storms possible.;rain;
2024-05-12;-15.006666666666666;-36.70166666666667;80.1;79.2;79.6;83.9;79.2;80.1;71.8;77.1;36;41.9;12.5;rain;0;;13.6;11.6;94.2;1012.6;7.5;15;283.5;24.3;10;10;2025-01-20T06:02:13;2025-01-20T18:09:52;0.71;Clear;Clear conditions throughout the day.;clear-day;
2024-05-12;31.076666666666668;-10.848333333333333;79.8;78.9;79.3;79.8;78.9;79.3;71.6;77.3;24;41.9;12.5;rain;0;;10.5;9.6;96.4;1013.4;12.9;14;283.5;24.7;10;10;2025-01-21T06:02:30;2025-01-21T18:10:08;0.75;Clear;Clear conditions throughout the day.;clear-day;
2024-05-12;-20.226666666666667;-39.95;79.6;78.3;79.1;79.6;78.3;79.1;71.2;77;79;48.4;12.5;rain;0;;11.2;10.3;77.1;1013.6;3.2;13.8;283.4;24.7;10;10;2025-01-22T06:02:47;2025-01-22T18:10:24;0.78;Rain;Clear conditions throughout the day with a chance of rain.;rain;
2024-05-12;35.6;-5.718333333333334;79.8;78.7;79.1;79.8;78.7;79.1;71.6;77.7;147;71;29.17;rain;0;;10.1;9.4;86.5;1012.9;3.3;14.7;284.6;24.9;10;10;2025-01-23T06:03:02;2025-01-23T18:10:39;0.81;Rain;Clear conditions throughout the day with a chance of rain.;rain;
2024-05-12;-22.001666666666665;-43.276666666666664;79.4;77.8;78.8;79.4;77.8;78.8;71.2;77.6;142;64.5;16.67;rain;0;;9.5;8.9;84.7;1012.5;5;14.3;284.6;24.9;10;10;2025-01-24T06:03:18;2025-01-24T18:10:53;0.84;Rain;Clear conditions throughout the day with rain clearing later.;rain;
2024-05-12;-28.768333333333334;-47.155;79.8;78.5;79.3;79.8;78.5;79.3;71.8;78;48;64.5;12.5;rain;0;;13.2;11.4;99.3;1012.3;38.1;14.8;282.8;24.7;9;10;2025-01-25T06:03:32;2025-01-25T18:11:06;0.87;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain.;rain;
2024-05-12;-31.136666666666667;-50.66166666666667;80.1;79.1;79.6;84.6;79.1;80.2;72.6;79.1;28;64.5;12.5;rain;0;;17;15;86.5;1012.7;49.5;15;284.9;24.9;10;30;2025-01-26T06:03:45;2025-01-26T18:11:19;0.91;Rain, Partially cloudy;Partly cloudy throughout the day with storms possible.;rain;
2024-05-12;-34.92333333333333;-54.49;80;78.9;79.6;80;78.9;79.6;72.8;80;123;74.2;29.17;rain;0;;18.1;15;83.6;1012.6;14.3;13.5;285.6;24.9;10;30;2025-01-27T06:03:58;2025-01-27T18:11:30;0.94;Rain;Clear conditions throughout the day with storms possible.;rain;
2024-05-12;-31.67;-50.03;79.6;78.5;79;79.6;78.5;79;72.8;81.1;88;80.6;33.33;rain;0;;16.5;14.2;84.4;1012.5;34.5;14.2;281;24.4;10;30;2025-01-28T06:04:10;2025-01-28T18:11:41;0.97;Rain, Partially cloudy;Clearing in the afternoon with storms possible.;rain;
2023-10-26;-28.316666666666666;-48.85666666666667;69.5;68.6;69.1;69.5;68.6;69.1;56.9;65.3;36;100;37.5;rain;0;;16.3;14.5;281.7;1015.8;46.4;15;120.5;10.4;4;10;2025-01-14T07:05:54;2025-01-14T17:37:16;0.52;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;remote
2023-10-26;-23.101666666666667;-46.945;69.5;68.6;69;69.5;68.6;69;58.9;70.4;12;9.7;12.5;rain;0;;19;16.6;251.3;1015.9;23.4;15;151.5;13.1;7;10;2025-01-15T07:05:47;2025-01-15T17:38:05;0.55;Partially cloudy;Clearing in the afternoon.;partly-cloudy-day;
2023-10-26;-20.84861111111111;7.1675;70.2;68.6;69.7;70.2;68.6;69.7;62.3;77.4;0.06;74.2;20.83;rain;0;;23.9;19.5;261.5;1016.8;45.4;14.5;118;10.3;6;10;2025-01-16T07:05:39;2025-01-16T17:38:54;0.59;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;
2023-10-26;-16.5;1.5166666666666666;69;67.6;68.3;69;67.6;68.3;58.5;70.8;0;12.9;0;;0;;13.2;11.6;284.5;1021.9;48.5;15;148.1;12.9;7;10;2025-01-17T07:05:30;2025-01-17T17:39:44;0.62;Partially cloudy;Becoming cloudy in the afternoon.;partly-cloudy-day;
2023-10-26;-13.933333333333334;-2.6333333333333333;70.4;67.9;69.2;70.4;67.9;69.2;61.8;77.6;88;51.6;41.67;rain;0;;21.3;22.1;292.8;1024.4;52.1;14.3;174.8;15.1;7;10;2025-01-18T07:05:18;2025-01-18T17:40:34;0.65;Rain, Partially cloudy;Clearing in the afternoon with rain in the morning and afternoon.;rain;
2023-10-26;-23.721666666666668;-45.888333333333335;67.7;65.7;66.5;67.7;65.7;66.5;52.2;59.9;4;3.2;4.17;rain;0;;16.5;18.1;46.9;1028.9;86.9;15;98;8.4;5;10;2025-01-19T07:05:06;2025-01-19T17:41:24;0.68;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;
2023-10-26;-9.615555555555556;-7.65;66.5;64.8;65.6;66.5;64.8;65.6;53.2;64.1;36;3.2;29.17;rain;0;;17.4;17.7;79.4;1029.2;93.8;15;107;9;5;10;2025-01-20T07:04:51;2025-01-20T17:42:14;0.71;Overcast;Cloudy skies throughout the day.;cloudy;
2023-10-26;-20.175;-38.89333333333333;67.4;65;66.4;67.4;65;66.4;52.9;61.8;32;9.7;12.5;rain;0;;8.5;8.5;91.2;1027.1;50.1;15;142.3;12.3;6;10;2025-01-21T07:04:35;2025-01-21T17:43:04;0.75;Partially cloudy;Clearing in the afternoon.;partly-cloudy-day;
2023-10-26;-7.480833333333333;-12.683055555555557;68.4;66.8;67.5;68.4;66.8;67.5;54.5;63.1;0;3.2;0;;0;;6.9;6.5;254.5;1026.2;26.4;15;157.4;14;6;10;2025-01-22T07:04:17;2025-01-22T17:43:54;0.78;Partially cloudy;Clearing in the afternoon.;partly-cloudy-day;
2023-10-26;-14.735;-34.486666666666665;68.9;68.1;68.4;68.9;68.1;68.4;61.5;78.7;28;12.9;20.83;rain;0;;12.8;11.6;219.6;1024.8;28.8;15;100.8;8.7;5;10;2025-01-23T07:03:58;2025-01-23T17:44:44;0.81;Partially cloudy;Clearing in the afternoon.;partly-cloudy-day;
2023-10-26;-1.4141666666666666;-17.749444444444446;71.8;69;70;71.8;69;70;63.2;79.2;12;6.5;12.5;rain;0;;17.2;15.2;249.2;1023.1;73.3;15;72.9;6;3;10;2025-01-24T07:03:38;2025-01-24T17:45:35;0.84;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;
2023-10-26;-7.708333333333333;-31.831666666666667;71.9;70.5;71.1;71.9;70.5;71.1;62.4;74.2;4;9.7;4.17;rain;0;;14.3;13;238;1023.2;77.3;15;139.9;12.3;6;10;2025-01-25T07:03:15;2025-01-25T17:46:25;0.87;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;
2023-10-26;1.2008333333333332;-21.047777777777778;71.3;69.3;70.5;71.3;69.3;70.5;64.9;82.4;28;12.9;20.83;rain;0;;21.3;16.3;225.7;1025.3;87.5;14.8;122.9;10.5;6;10;2025-01-26T07:02:52;2025-01-26T17:47:15;0.91;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;
2023-10-26;-505;-27.033333333333335;68.8;68;68.4;68.8;68;68.4;61.5;78.7;16;19.4;12.5;rain;0;;18.1;18.8;52;1029.3;99.9;15;75.5;6.3;3;10;2025-01-27T07:02:26;2025-01-27T17:48:04;0.94;Overcast;Cloudy skies throughout the day.;cloudy;
2023-10-26;5.301111111111111;-26.21611111111111;67.7;66.8;67.2;67.7;66.8;67.2;57.5;71.1;0;32.3;0;;0;;16.6;15.7;68.8;1030.5;11.3;15;165.8;14.7;7;10;2025-01-28T07:02:00;2025-01-28T17:48:54;0.97;Clear;Clear conditions throughout the day.;clear-day;
2023-07-11;5.4783333333333335;-24.311666666666667;74.7;72.8;73.6;74.7;72.8;73.6;65.1;74.8;68;100;50;rain;0;;24.6;22.4;103.2;1017.1;75;14.7;293.7;25.5;10;10;2025-01-14T05:00:28;2025-01-14T18:19:22;0.52;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;remote
2023-07-11;9.636944444444444;-31.998055555555556;74;72.9;73.5;74;72.9;73.5;66.9;79.8;28;29;20.83;rain;0;;23;20.6;100.6;1017;36.2;14.9;289.3;24.9;10;10;2025-01-15T05:01:10;2025-01-15T18:19:22;0.55;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;
2023-07-11;12.146666666666667;-21.486666666666668;75.5;73.1;74.3;75.5;73.1;74.3;65.1;73.3;16;16.1;16.67;rain;0;;19;16.3;112;1016.3;31.3;15;295.6;25.6;10;10;2025-01-16T05:01:51;2025-01-16T18:19:21;0.58;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;
2023-07-11;13.717777777777778;-35.86638888888889;74.2;72.6;73.5;74.2;72.6;73.5;67;80.2;148;48.4;58.33;rain;0;;8.7;8.7;92.2;1015.9;18.8;13.3;285.6;24.7;10;10;2025-01-17T05:02:33;2025-01-17T18:19:18;0.62;Rain;Clear conditions throughout the day with morning rain.;rain;
2023-07-11;18.77166666666667;-18.721666666666668;73.8;72.2;73.4;73.8;72.2;73.4;66.1;78.1;48;25.8;20.83;rain;0;;10.7;10.5;89.5;1016.3;5.4;14.7;356.8;30.9;10;10;2025-01-18T05:03:15;2025-01-18T18:19:14;0.65;Clear;Clear conditions throughout the day.;clear-day;
2023-07-11;17.835555555555555;-39.48222222222223;74.4;72.2;73.4;74.4;72.2;73.4;64.8;74.4;0.02;9.7;16.67;rain;0;;12.5;11.9;114.7;1017.5;13.9;15;381.2;33.1;10;10;2025-01-19T05:03:57;2025-01-19T18:19:09;0.68;Clear;Clear conditions throughout the day.;clear-day;
2023-07-11;25.436666666666667;-14.43;73.3;72.2;72.8;73.3;72.2;72.8;63.3;72.2;0;9.7;0;;0;;20.1;17.2;97.2;1019;0.8;15;355;30.6;10;10;2025-01-20T05:04:39;2025-01-20T18:19:03;0.71;Clear;Clear conditions throughout the day.;clear-day;
2023-07-11;21.61777777777778;-43.18083333333333;74.2;73;73.8;74.2;73;73.8;66.7;78.4;32;48.4;20.83;rain;0;;23.3;18.1;102.3;1019.3;29.1;15;283.8;24.9;10;10;2025-01-21T05:05:20;2025-01-21T18:18:55;0.75;Rain, Partially cloudy;Clearing in the afternoon with late afternoon rain.;rain;
